date,shift,machine_id,planned_minutes,actual_run_minutes,downtime_minutes,ideal_cycle_time_seconds,total_count,good_count,downtime_reason
2024-01-22,C,Line-4,480.0,425.7,54.3,39.56,647,592,operator_break
2024-01-23,C,Line-1,480.0,438.9,41.1,30.29,908,822,setup
2024-01-23,B,Line-2,480.0,404.7,75.3,35.07,668,619,maintenance
2024-01-23,C,Line-3,480.0,419.8,60.2,24.95,1028,983,maintenance
2024-01-23,B,Line-4,480.0,403.9,76.1,39.52,589,534,setup
2024-01-24,C,Line-1,480.0,428.5,51.5,30.3,854,788,setup
2024-01-24,B,Line-2,480.0,428.0,52.0,34.68,743,693,quality_check
2024-01-24,C,Line-3,480.0,419.7,60.3,25.17,1036,977,breakdown
2024-01-24,B,Line-4,480.0,426.5,53.5,40.42,612,564,operator_break
2024-01-25,A,Line-1,480.0,431.1,48.9,29.51,863,784,quality_check
2024-01-25,B,Line-2,480.0,401.7,78.3,34.7,725,692,operator_break
2024-01-25,B,Line-3,480.0,428.0,52.0,25.36,1045,944,changeover
2024-01-25,A,Line-4,480.0,438.5,41.5,39.78,678,635,maintenance
2024-01-26,C,Line-1,480.0,421.6,58.4,29.98,804,746,maintenance
2024-01-26,B,Line-2,480.0,442.0,38.0,35.07,725,697,changeover
2024-01-26,B,Line-3,480.0,437.5,42.5,24.79,1080,1003,operator_break
2024-01-26,A,Line-4,480.0,448.8,31.2,39.81,704,659,changeover
2024-01-27,C,Line-1,408.0,303.6,104.4,30.01,626,561,setup
2024-01-27,C,Line-2,408.0,314.7,93.3,35.51,528,483,setup
2024-01-27,B,Line-3,408.0,283.2,124.8,24.74,678,657,material_shortage
2024-01-27,A,Line-4,408.0,281.1,126.9,40.5,411,380,changeover
2024-01-28,B,Line-1,408.0,309.8,98.2,30.44,633,589,quality_check
2024-01-28,B,Line-2,408.0,305.5,102.5,35.52,540,493,changeover
2024-01-28,C,Line-3,408.0,299.5,108.5,25.35,734,679,setup
2024-01-28,B,Line-4,408.0,292.9,115.1,40.07,443,408,maintenance
2024-01-29,A,Line-1,480.0,449.4,30.6,30.16,927,855,maintenance
2024-01-29,C,Line-2,480.0,417.8,62.2,34.71,713,645,operator_break
2024-01-29,A,Line-3,480.0,416.6,63.4,24.88,1022,954,quality_check
2024-01-29,C,Line-4,480.0,441.9,38.1,39.61,636,605,changeover
2024-01-30,B,Line-1,480.0,422.8,57.2,29.76,891,870,operator_break
2024-01-30,C,Line-2,480.0,403.0,77.0,34.98,673,635,operator_break
2024-01-30,C,Line-3,480.0,411.6,68.4,25.07,1003,947,breakdown
2024-01-30,A,Line-4,480.0,417.2,62.8,40.64,632,568,maintenance
2024-01-31,C,Line-1,480.0,414.4,65.6,30.19,851,796,changeover
2024-01-31,B,Line-2,480.0,395.6,84.4,34.35,681,617,changeover
2024-01-31,B,Line-3,480.0,421.8,58.2,25.47,996,962,maintenance
2024-01-31,B,Line-4,480.0,439.4,40.6,40.75,633,598,maintenance
2024-02-01,B,Line-1,480.0,432.5,47.5,30.27,898,878,maintenance
2024-02-01,B,Line-2,480.0,407.3,72.7,34.67,678,622,maintenance
2024-02-01,C,Line-3,480.0,395.9,84.1,24.73,914,872,operator_break
2024-02-01,A,Line-4,480.0,420.8,59.2,40.52,648,594,material_shortage
2024-02-02,C,Line-1,480.0,427.9,52.1,29.68,868,801,material_shortage
2024-02-02,B,Line-2,480.0,412.0,68.0,35.12,719,670,quality_check
2024-02-02,C,Line-3,480.0,392.7,87.3,24.72,947,854,material_shortage
2024-02-02,B,Line-4,480.0,444.2,35.8,40.23,633,586,power_outage
2024-02-03,A,Line-1,408.0,315.4,92.6,29.46,631,597,changeover
2024-02-03,A,Line-2,408.0,274.4,133.6,34.59,462,441,setup
2024-02-03,A,Line-3,408.0,307.8,100.2,25.49,727,685,breakdown
2024-02-03,A,Line-4,408.0,341.9,66.1,40.46,511,462,material_shortage
2024-02-04,C,Line-1,408.0,313.6,94.4,30.33,621,573,quality_check
2024-02-04,A,Line-2,408.0,291.1,116.9,35.51,492,464,power_outage
2024-02-04,A,Line-3,408.0,333.4,74.6,25.21,788,762,material_shortage
2024-02-04,C,Line-4,408.0,315.8,92.2,40.21,473,444,power_outage
2024-02-05,A,Line-1,480.0,422.4,57.6,29.54,871,819,operator_break
2024-02-05,B,Line-2,480.0,425.0,55.0,34.88,755,699,maintenance
2024-02-05,A,Line-3,480.0,401.6,78.4,25.42,906,856,setup
2024-02-05,C,Line-4,480.0,431.4,48.6,39.41,627,596,operator_break
2024-02-06,B,Line-1,480.0,439.5,40.5,30.44,885,849,quality_check
2024-02-06,C,Line-2,480.0,395.7,84.3,34.52,686,657,material_shortage
2024-02-06,C,Line-3,480.0,406.7,73.3,25.35,1008,945,quality_check
2024-02-06,B,Line-4,480.0,416.4,63.6,40.25,632,569,material_shortage
2024-02-07,A,Line-1,480.0,441.0,39.0,30.19,838,799,power_outage
2024-02-07,C,Line-2,480.0,422.6,57.4,34.89,715,651,maintenance
2024-02-07,C,Line-3,480.0,397.7,82.3,24.55,931,871,operator_break
2024-02-07,C,Line-4,480.0,447.4,32.6,40.41,638,594,material_shortage
2024-02-08,A,Line-1,480.0,411.7,68.3,30.58,771,699,changeover
2024-02-08,C,Line-2,480.0,421.8,58.2,34.47,733,665,setup
2024-02-08,A,Line-3,480.0,414.5,65.5,24.57,1048,946,breakdown
2024-02-08,A,Line-4,480.0,402.0,78.0,40.12,613,559,setup
2024-02-09,B,Line-1,480.0,434.3,45.7,30.23,850,793,setup
2024-02-09,A,Line-2,480.0,406.1,73.9,34.85,685,617,material_shortage
2024-02-09,A,Line-3,480.0,436.5,43.5,25.28,1020,965,quality_check
2024-02-09,A,Line-4,480.0,422.1,57.9,39.52,647,613,quality_check
2024-02-10,C,Line-1,408.0,325.9,82.1,30.1,661,624,maintenance
2024-02-10,B,Line-2,408.0,302.3,105.7,34.74,518,489,maintenance
2024-02-10,A,Line-3,408.0,294.5,113.5,24.54,710,655,maintenance
2024-02-10,B,Line-4,408.0,314.3,93.7,39.94,474,446,power_outage
2024-02-11,B,Line-1,408.0,328.9,79.1,30.0,687,654,maintenance
2024-02-11,C,Line-2,408.0,319.7,88.3,35.2,519,495,power_outage
2024-02-11,C,Line-3,408.0,302.8,105.2,24.91,717,678,changeover
2024-02-11,C,Line-4,408.0,321.3,86.7,40.09,475,446,power_outage
2024-02-12,C,Line-1,480.0,437.9,42.1,29.82,922,867,material_shortage
2024-02-12,C,Line-2,480.0,409.2,70.8,35.08,709,643,setup
2024-02-12,A,Line-3,480.0,432.2,47.8,25.15,1023,935,material_shortage
2024-02-12,B,Line-4,480.0,410.7,69.3,40.43,590,567,setup
2024-02-13,A,Line-1,480.0,435.2,44.8,30.46,817,759,maintenance
2024-02-13,C,Line-2,480.0,388.3,91.7,34.55,687,641,changeover
2024-02-13,C,Line-3,480.0,409.8,70.2,24.94,964,912,operator_break
2024-02-13,C,Line-4,480.0,420.0,60.0,40.45,648,610,quality_check
2024-02-14,A,Line-1,480.0,446.7,33.3,30.03,934,892,maintenance
2024-02-14,C,Line-2,480.0,428.2,51.8,34.97,725,690,maintenance
2024-02-14,A,Line-3,480.0,429.6,50.4,25.41,978,907,changeover
2024-02-14,B,Line-4,480.0,417.3,62.7,40.69,610,554,material_shortage
2024-02-15,B,Line-1,480.0,442.0,38.0,30.41,885,860,setup
2024-02-15,A,Line-2,480.0,417.2,62.8,35.46,724,660,quality_check
2024-02-15,A,Line-3,480.0,429.6,50.4,25.11,1018,974,setup
2024-02-15,C,Line-4,480.0,453.5,26.5,40.47,669,606,changeover
2024-02-16,A,Line-1,480.0,407.5,72.5,29.75,780,705,operator_break
2024-02-16,C,Line-2,480.0,399.8,80.2,35.66,643,588,operator_break
2024-02-16,B,Line-3,480.0,405.3,74.7,25.48,930,816,maintenance
2024-02-16,B,Line-4,480.0,429.0,51.0,39.37,659,631,setup
2024-02-17,A,Line-1,408.0,289.2,118.8,29.96,590,560,changeover
2024-02-17,B,Line-2,408.0,317.0,91.0,34.35,537,493,power_outage
2024-02-17,A,Line-3,408.0,317.8,90.2,24.75,789,725,material_shortage
2024-02-17,B,Line-4,408.0,308.0,100.0,39.4,462,439,maintenance
2024-02-18,B,Line-1,408.0,312.6,95.4,30.36,603,554,material_shortage
2024-02-18,B,Line-2,408.0,292.6,115.4,35.06,491,442,maintenance
2024-02-18,B,Line-3,408.0,291.8,116.2,24.95,717,701,maintenance
2024-02-18,C,Line-4,408.0,326.6,81.4,40.72,460,453,material_shortage
2024-02-19,B,Line-1,480.0,415.2,64.8,30.34,782,714,maintenance
2024-02-19,B,Line-2,480.0,427.6,52.4,34.35,721,675,material_shortage
2024-02-19,B,Line-3,480.0,422.9,57.1,25.15,983,878,maintenance
2024-02-19,C,Line-4,480.0,425.5,54.5,39.39,665,627,setup
2024-02-20,A,Line-1,480.0,426.0,54.0,30.42,836,803,operator_break
2024-02-20,B,Line-2,480.0,414.8,65.2,35.68,709,650,operator_break
2024-02-20,A,Line-3,480.0,445.6,34.4,25.14,1094,1016,setup
2024-02-20,C,Line-4,480.0,398.8,81.2,39.99,589,551,operator_break
2024-02-21,C,Line-1,480.0,452.9,27.1,30.26,896,842,material_shortage
2024-02-21,C,Line-2,480.0,419.2,60.8,35.2,710,674,material_shortage
2024-02-21,A,Line-3,480.0,417.1,62.9,25.41,941,862,setup
2024-02-21,A,Line-4,480.0,426.8,53.2,39.56,676,646,material_shortage
2024-02-22,C,Line-1,480.0,429.5,50.5,29.76,868,804,setup
2024-02-22,A,Line-2,480.0,408.0,72.0,35.31,700,667,operator_break
2024-02-22,C,Line-3,480.0,450.6,29.4,24.71,1101,1028,breakdown
2024-02-22,B,Line-4,480.0,416.0,64.0,39.68,612,578,material_shortage
2024-02-23,C,Line-1,480.0,433.5,46.5,29.64,886,802,maintenance
2024-02-23,A,Line-2,480.0,415.4,64.6,34.86,733,672,setup
2024-02-23,A,Line-3,480.0,408.0,72.0,24.79,976,908,setup
2024-02-23,B,Line-4,480.0,433.0,47.0,40.35,623,551,power_outage
2024-02-24,A,Line-1,408.0,301.3,106.7,30.01,630,591,material_shortage
2024-02-24,A,Line-2,408.0,301.6,106.4,35.48,518,477,breakdown
2024-02-24,C,Line-3,408.0,281.6,126.4,24.87,672,625,breakdown
2024-02-24,C,Line-4,408.0,289.4,118.6,39.92,437,421,maintenance
2024-02-25,C,Line-1,408.0,342.4,65.6,29.81,719,687,setup
2024-02-25,A,Line-2,408.0,316.3,91.7,34.35,564,542,quality_check
2024-02-25,B,Line-3,408.0,298.8,109.2,24.66,762,728,setup
2024-02-25,B,Line-4,408.0,330.9,77.1,39.98,499,473,breakdown
2024-02-26,C,Line-1,480.0,413.5,66.5,30.27,835,742,operator_break
2024-02-26,C,Line-2,480.0,398.3,81.7,35.11,695,632,setup
2024-02-26,B,Line-3,480.0,417.2,62.8,24.74,1018,944,setup
2024-02-26,C,Line-4,480.0,447.8,32.2,40.3,660,631,changeover
2024-02-27,B,Line-1,480.0,431.6,48.4,30.6,844,776,power_outage
2024-02-27,C,Line-2,480.0,411.3,68.7,34.8,728,682,quality_check
2024-02-27,C,Line-3,480.0,422.6,57.4,24.8,1067,1038,maintenance
2024-02-27,B,Line-4,480.0,429.0,51.0,39.71,638,627,maintenance
2024-02-28,A,Line-1,480.0,429.6,50.4,29.87,849,794,setup
2024-02-28,A,Line-2,480.0,404.2,75.8,34.78,693,640,operator_break
2024-02-28,C,Line-3,480.0,428.6,51.4,24.61,1070,970,breakdown
2024-02-28,A,Line-4,480.0,427.0,53.0,39.36,639,601,quality_check
2024-02-29,B,Line-1,480.0,449.4,30.6,30.52,916,860,setup
2024-02-29,C,Line-2,480.0,403.0,77.0,35.57,651,609,operator_break
2024-02-29,B,Line-3,480.0,422.6,57.4,25.34,1044,943,maintenance
2024-02-29,C,Line-4,480.0,421.4,58.6,40.6,609,556,material_shortage
2024-03-01,B,Line-1,480.0,462.6,17.4,30.05,923,879,changeover
2024-03-01,A,Line-2,480.0,450.6,29.4,34.76,795,750,maintenance
2024-03-01,C,Line-3,480.0,417.3,62.7,24.68,1050,980,maintenance
2024-03-01,A,Line-4,480.0,417.7,62.3,39.35,667,624,changeover
2024-03-02,C,Line-1,408.0,312.4,95.6,29.76,643,581,maintenance
2024-03-02,C,Line-2,408.0,266.2,141.8,34.95,441,418,power_outage
2024-03-02,B,Line-3,408.0,307.1,100.9,24.87,720,679,operator_break
2024-03-02,C,Line-4,408.0,288.7,119.3,39.87,436,400,quality_check
2024-03-03,C,Line-1,408.0,328.6,79.4,30.34,651,618,material_shortage
2024-03-03,C,Line-2,408.0,287.2,120.8,35.56,470,448,breakdown
2024-03-03,B,Line-3,408.0,293.4,114.6,25.4,689,629,breakdown
2024-03-03,A,Line-4,408.0,303.1,104.9,39.94,469,453,material_shortage
2024-03-04,B,Line-1,480.0,433.2,46.8,29.48,925,900,setup
2024-03-04,B,Line-2,480.0,414.0,66.0,35.38,720,687,quality_check
2024-03-04,A,Line-3,480.0,400.6,79.4,24.88,925,867,changeover
2024-03-04,A,Line-4,480.0,441.0,39.0,39.49,672,623,maintenance
2024-03-05,B,Line-1,480.0,448.7,31.3,30.26,882,832,setup
2024-03-05,B,Line-2,480.0,410.3,69.7,35.61,706,640,maintenance
2024-03-05,A,Line-3,480.0,399.1,80.9,24.57,983,920,quality_check
2024-03-05,A,Line-4,480.0,426.6,53.4,39.9,643,616,maintenance
2024-03-06,B,Line-1,480.0,423.8,56.2,29.78,862,825,material_shortage
2024-03-06,C,Line-2,480.0,390.0,90.0,35.03,662,589,operator_break
2024-03-06,C,Line-3,480.0,446.6,33.4,25.0,1122,1069,quality_check
2024-03-06,A,Line-4,480.0,421.9,58.1,39.44,633,610,operator_break
2024-03-07,A,Line-1,480.0,425.8,54.2,30.07,889,839,setup
2024-03-07,A,Line-2,480.0,378.4,101.6,34.41,656,602,quality_check
2024-03-07,A,Line-3,480.0,433.9,46.1,24.57,1091,1013,quality_check
2024-03-07,C,Line-4,480.0,427.3,52.7,39.73,674,607,changeover
2024-03-08,B,Line-1,480.0,474.2,5.8,30.13,916,871,operator_break
2024-03-08,A,Line-2,480.0,408.8,71.2,34.8,687,635,operator_break
2024-03-08,C,Line-3,480.0,427.3,52.7,24.7,1018,910,changeover
2024-03-08,B,Line-4,480.0,416.4,63.6,40.7,618,574,setup
2024-03-09,C,Line-1,408.0,316.2,91.8,30.53,611,583,operator_break
2024-03-09,B,Line-2,408.0,311.4,96.6,34.54,556,495,maintenance
2024-03-09,A,Line-3,408.0,315.4,92.6,25.02,781,722,changeover
2024-03-09,C,Line-4,408.0,310.0,98.0,40.55,446,418,breakdown
2024-03-10,B,Line-1,408.0,316.2,91.8,30.5,632,573,quality_check
2024-03-10,C,Line-2,408.0,279.7,128.3,34.68,506,458,changeover
2024-03-10,B,Line-3,408.0,284.6,123.4,25.02,664,640,setup
2024-03-10,A,Line-4,408.0,342.7,65.3,39.8,511,494,power_outage
2024-03-11,B,Line-1,480.0,427.0,53.0,30.18,809,774,material_shortage
2024-03-11,C,Line-2,480.0,430.9,49.1,34.54,748,685,maintenance
2024-03-11,B,Line-3,480.0,460.8,19.2,24.73,1162,1114,operator_break
2024-03-11,B,Line-4,480.0,412.2,67.8,40.68,632,594,breakdown
2024-03-12,C,Line-1,480.0,447.8,32.2,30.39,922,866,operator_break
2024-03-12,C,Line-2,480.0,432.5,47.5,35.56,717,669,setup
2024-03-12,C,Line-3,480.0,422.0,58.0,24.94,1049,972,maintenance
2024-03-12,B,Line-4,480.0,434.0,46.0,39.25,648,637,operator_break
2024-03-13,A,Line-1,480.0,424.1,55.9,29.86,875,815,setup
2024-03-13,A,Line-2,480.0,428.0,52.0,35.3,737,694,material_shortage
2024-03-13,C,Line-3,480.0,452.8,27.2,24.6,1058,964,operator_break
2024-03-13,B,Line-4,480.0,442.3,37.7,39.77,640,605,material_shortage
2024-03-14,C,Line-1,480.0,449.3,30.7,30.07,940,864,operator_break
2024-03-14,B,Line-2,480.0,384.7,95.3,34.72,664,592,operator_break
2024-03-14,A,Line-3,480.0,413.2,66.8,25.22,982,901,operator_break
2024-03-14,B,Line-4,480.0,457.6,22.4,39.73,699,681,material_shortage
2024-03-15,A,Line-1,480.0,409.5,70.5,29.76,834,781,operator_break
2024-03-15,A,Line-2,480.0,390.6,89.4,34.71,688,625,operator_break
2024-03-15,C,Line-3,480.0,414.7,65.3,25.43,949,909,setup
2024-03-15,A,Line-4,480.0,417.0,63.0,40.71,596,567,maintenance
2024-03-16,B,Line-1,408.0,324.5,83.5,30.16,628,589,maintenance
2024-03-16,C,Line-2,408.0,303.0,105.0,34.97,514,480,power_outage
2024-03-16,A,Line-3,408.0,302.4,105.6,25.31,723,702,breakdown
2024-03-16,B,Line-4,408.0,309.1,98.9,40.24,439,421,maintenance
2024-03-17,C,Line-1,408.0,332.3,75.7,29.52,656,638,operator_break
2024-03-17,B,Line-2,408.0,295.1,112.9,34.85,522,490,quality_check
2024-03-17,B,Line-3,408.0,325.2,82.8,24.59,819,782,setup
2024-03-17,B,Line-4,408.0,345.4,62.6,39.97,517,491,maintenance
2024-03-18,C,Line-1,480.0,440.9,39.1,29.81,852,815,changeover
2024-03-18,B,Line-2,480.0,405.3,74.7,34.52,708,677,setup
2024-03-18,A,Line-3,480.0,416.3,63.7,25.24,1027,945,operator_break
2024-03-18,C,Line-4,480.0,421.3,58.7,40.4,644,579,setup
2024-03-19,C,Line-1,480.0,444.6,35.4,30.44,878,829,quality_check
2024-03-19,B,Line-2,480.0,413.4,66.6,34.79,709,642,quality_check
2024-03-19,B,Line-3,480.0,441.9,38.1,24.74,1030,949,setup
2024-03-19,C,Line-4,480.0,425.0,55.0,39.81,620,590,maintenance
2024-03-20,A,Line-1,480.0,447.0,33.0,29.62,936,892,changeover
2024-03-20,B,Line-2,480.0,419.7,60.3,34.84,727,678,material_shortage
2024-03-20,C,Line-3,480.0,400.4,79.6,24.53,1004,918,material_shortage
2024-03-20,C,Line-4,480.0,435.7,44.3,40.11,669,639,operator_break
2024-03-21,B,Line-1,480.0,454.9,25.1,30.39,856,816,operator_break
2024-03-21,B,Line-2,480.0,394.1,85.9,35.35,655,629,operator_break
2024-03-21,C,Line-3,480.0,425.3,54.7,25.31,978,923,maintenance
2024-03-21,C,Line-4,480.0,427.0,53.0,40.19,655,620,maintenance
2024-03-22,C,Line-1,480.0,428.5,51.5,30.24,832,756,changeover
2024-03-22,C,Line-2,480.0,402.3,77.7,35.35,676,595,material_shortage
2024-03-22,C,Line-3,480.0,440.6,39.4,25.33,1070,1000,operator_break
2024-03-22,B,Line-4,480.0,454.3,25.7,39.8,655,615,maintenance
2024-03-23,C,Line-1,408.0,306.7,101.3,30.54,592,540,changeover
2024-03-23,B,Line-2,408.0,289.9,118.1,35.19,504,482,changeover
2024-03-23,B,Line-3,408.0,308.1,99.9,25.33,718,672,quality_check
2024-03-23,A,Line-4,408.0,323.2,84.8,40.42,457,422,changeover
2024-03-24,C,Line-1,408.0,339.9,68.1,30.55,647,626,setup
2024-03-24,C,Line-2,408.0,300.1,107.9,35.53,486,460,breakdown
2024-03-24,A,Line-3,408.0,317.4,90.6,25.2,735,698,maintenance
2024-03-24,B,Line-4,408.0,326.2,81.8,40.15,488,465,breakdown
2024-03-25,B,Line-1,480.0,456.1,23.9,29.48,917,870,setup
2024-03-25,C,Line-2,480.0,410.9,69.1,34.84,729,692,quality_check
2024-03-25,B,Line-3,480.0,434.0,46.0,24.94,1067,1015,setup
2024-03-25,C,Line-4,480.0,435.8,44.2,39.55,687,622,setup
2024-03-26,C,Line-1,480.0,413.7,66.3,29.73,800,756,quality_check
2024-03-26,C,Line-2,480.0,416.8,63.2,34.34,753,732,setup
2024-03-26,B,Line-3,480.0,401.6,78.4,25.4,991,924,setup
2024-03-26,B,Line-4,480.0,442.0,38.0,40.62,620,576,material_shortage
2024-03-27,A,Line-1,480.0,452.6,27.4,30.32,936,889,breakdown
2024-03-27,C,Line-2,480.0,424.8,55.2,35.59,748,685,material_shortage
2024-03-27,C,Line-3,480.0,409.6,70.4,25.04,993,910,material_shortage
2024-03-27,C,Line-4,480.0,430.9,49.1,39.45,644,600,maintenance
2024-03-28,B,Line-1,480.0,435.5,44.5,30.42,821,741,operator_break
2024-03-28,A,Line-2,480.0,383.4,96.6,35.23,663,591,breakdown
2024-03-28,B,Line-3,480.0,419.0,61.0,25.28,1016,929,setup
2024-03-28,B,Line-4,480.0,428.6,51.4,40.64,622,574,operator_break
2024-03-29,B,Line-1,480.0,432.6,47.4,29.83,870,824,material_shortage
2024-03-29,A,Line-2,480.0,411.8,68.2,35.24,674,612,breakdown
2024-03-29,C,Line-3,480.0,421.3,58.7,25.43,1029,950,changeover
2024-03-29,C,Line-4,480.0,438.5,41.5,39.6,691,631,maintenance
2024-03-30,B,Line-1,408.0,307.6,100.4,30.37,637,621,breakdown
